timestamp,tagID,pos_x,pos_y,pos_z,quality,n_dist,anchorID_1,dist_1,anchorID_2,dist_2,anchorID_3,dist_3,anchorID_4,dist_4,anchorID_5,dist_5,accelerometro,ax,ay,az,giroscopio,gx,gy,gz,magnetometro,mx,my,mz
26:40.5,bleT2,-,-,-,0,5,bleA5,-75,bleA3,-65,bleA2,-58,bleA6,-82,bleA4,-73,A,904.691,-140.117,-356.423,G,-140,770,-1400,M,-487.5,426,267,
26:40.6,bleT2,-,-,-,0,4,bleA5,-73,bleA4,-74,bleA6,-65,bleA2,-57,,,A,904.142,-139.934,-358.314,G,-420,490,-560,M,-483,432,270,
26:40.7,bleT2,-,-,-,0,2,bleA4,-71,bleA6,-81,,,,,,,A,913.719,-188.185,-351.055,G,0,560,-350,M,-480,442.5,259.5,
26:40.8,bleT2,-,-,-,0,4,bleA5,-71,bleA6,-65,bleA4,-76,bleA2,-57,,,A,905.484,-154.147,-345.443,G,-70,910,-1260,M,-486,436.5,264,
26:40.9,bleT2,-,-,-,0,5,bleA2,-59,bleA5,-75,bleA4,-72,bleA6,-78,bleA3,-63,A,908.9,-136.335,-351.36,G,-2450,-700,-1400,M,-483,432,262.5,
26:41.0,bleT2,-,-,-,0,5,bleA4,-74,bleA6,-65,bleA3,-60,bleA2,-57,bleA5,-71,A,906.643,-154.879,-361.486,G,-2100,-1050,-280,M,-474,433.5,255,
26:41.1,bleT2,-,-,-,0,4,bleA5,-77,bleA3,-63,bleA2,-57,bleA6,-78,,,A,892.979,-154.696,-346.846,G,1330,1470,-560,M,-483,432,276,
26:41.2,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-57,bleA5,-71,bleA6,-65,bleA4,-73,A,892.613,-139.812,-354.349,G,1610,-1260,-770,M,-472.5,435,264,
26:41.3,bleT2,-,-,-,0,5,bleA5,-75,bleA3,-64,bleA2,-56,bleA4,-72,bleA6,-79,A,902.861,-164.09,-338.245,G,1960,-2100,-2240,M,-484.5,429,255,
26:41.4,bleT2,-,-,-,0,5,bleA3,-59,bleA5,-72,bleA6,-71,bleA4,-73,bleA2,-58,A,911.401,-155.062,-330.803,G,560,-3150,-3150,M,-486,427.5,273,
26:41.6,bleT2,-,-,-,0,5,bleA3,-62,bleA2,-55,bleA4,-72,bleA5,-72,bleA6,-84,A,902.434,-134.2,-362.34,G,-1330,-2730,-560,M,-487.5,445.5,267,
26:41.7,bleT2,-,-,-,0,5,bleA6,-65,bleA4,-72,bleA3,-59,bleA2,-59,bleA5,-75,A,892.979,-155.428,-375.516,G,-630,770,1260,M,-480,430.5,258,
26:41.8,bleT2,-,-,-,0,5,bleA2,-55,bleA6,-84,bleA5,-69,bleA4,-72,bleA3,-62,A,885.049,-164.395,-370.27,G,-280,-1470,1330,M,-477,433.5,265.5,
26:41.9,bleT2,-,-,-,0,4,bleA5,-68,bleA6,-66,bleA4,-73,bleA2,-62,,,A,883.097,-167.628,-351.726,G,-1680,-2380,1540,M,-469.5,426,262.5,
26:42.0,bleT2,-,-,-,0,5,bleA3,-59,bleA2,-57,bleA5,-71,bleA6,-80,bleA4,-72,A,893.772,-187.697,-345.931,G,-2660,-70,-630,M,-489,414,268.5,
26:42.1,bleT2,-,-,-,0,3,bleA6,-75,bleA4,-81,bleA3,-66,,,,,A,889.441,-181.78,-362.645,G,-4270,-140,-2100,M,-480,426,273,
26:42.1,bleT2,-,-,-,0,2,bleA2,-59,bleA5,-75,,,,,,,A,869.494,-167.079,-342.881,G,-3780,1330,-2100,M,-484.5,429,267,
26:42.2,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-57,bleA5,-63,bleA4,-71,bleA6,-74,A,872.788,-166.713,-303.963,G,-3850,3430,-4410,M,-471,432,279,
26:42.3,bleT2,-,-,-,0,5,bleA6,-68,bleA4,-78,bleA3,-70,bleA2,-60,bleA5,-69,A,909.693,-144.387,-156.465,G,-1470,490,-19880,M,-474,435,268.5,
26:42.4,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-52,bleA5,-66,bleA6,-67,bleA4,-78,A,870.348,-96.075,-272.487,G,-20300,1260,-18760,M,-448.5,423,286.5,
26:42.5,bleT2,-,-,-,0,5,bleA6,-69,bleA4,-70,bleA3,-66,bleA2,-54,bleA5,-70,A,920.429,-179.889,-336.049,G,-3360,-25550,-9310,M,-439.5,420,282,
26:42.6,bleT2,-,-,-,0,4,bleA5,-70,bleA3,-57,bleA2,-50,bleA6,-79,,,A,1012.6,-157.014,-442.006,G,17990,-16940,-8260,M,-445.5,406.5,295.5,
26:42.7,bleT2,-,-,-,0,5,bleA4,-70,bleA6,-69,bleA3,-56,bleA2,-51,bleA5,-65,A,1069.574,-167.567,-412.604,G,30940,560,-980,M,-450,411,297,
26:42.8,bleT2,-,-,-,0,5,bleA5,-69,bleA3,-50,bleA2,-50,bleA4,-66,bleA6,-75,A,967.704,-29.158,-465.796,G,32900,-14000,3220,M,-462,397.5,286.5,
26:42.9,bleT2,-,-,-,0,5,bleA4,-66,bleA6,-68,bleA3,-53,bleA2,-55,bleA5,-71,A,715.347,39.04,-540.826,G,22820,21490,-1610,M,-477,405,288,
26:43.0,bleT2,-,-,-,0,5,bleA2,-52,bleA5,-66,bleA6,-70,bleA4,-71,bleA3,-61,A,766.526,-123.098,-454.145,G,3640,12040,-10010,M,-486,408,267,
26:43.1,bleT2,-,-,-,0,5,bleA3,-59,bleA2,-55,bleA5,-78,bleA6,-72,bleA4,-70,A,790.011,-101.809,-358.314,G,1120,12530,-16870,M,-498,411,285,
26:43.2,bleT2,-,-,-,0,5,bleA5,-65,bleA3,-61,bleA2,-56,bleA6,-71,bleA4,-66,A,835.09,-113.948,-358.863,G,-9380,-5530,-2940,M,-484.5,412.5,282,
26:43.3,bleT2,-,-,-,0,5,bleA3,-60,bleA5,-73,bleA4,-82,bleA6,-78,bleA2,-60,A,879.01,-156.77,-333.67,G,-27300,6160,4970,M,-472.5,414,285,
26:43.4,bleT2,-,-,-,0,4,bleA2,-58,bleA5,-69,bleA6,-85,bleA3,-56,,,A,993.385,-94.306,-362.279,G,-28980,10850,18340,M,-471,403.5,291,
26:43.5,bleT2,-,-,-,0,4,bleA5,-66,bleA4,-71,bleA6,-78,bleA2,-68,,,A,1009.123,-183.183,-475.007,G,-55580,27020,45850,M,-457.5,411,295.5,
26:43.6,bleT2,-,-,-,0,5,bleA5,-67,bleA3,-63,bleA2,-47,bleA4,-67,bleA6,-73,A,942.572,-76.494,-558.028,G,-40460,17290,38080,M,-444,438,291,
26:43.8,bleT2,-,-,-,0,4,bleA3,-57,bleA2,-58,bleA5,-65,bleA6,-69,,,A,802.699,15.25,-379.542,G,-66080,30520,32760,M,-441,445.5,286.5,
26:43.9,bleT2,-,-,-,0,4,bleA5,-70,bleA3,-64,bleA2,-50,bleA6,-67,,,A,682.712,-19.703,-248.27,G,-45430,46760,31990,M,-420,453,289.5,
26:44.0,bleT2,-,-,-,0,4,bleA6,-72,bleA5,-68,bleA4,-75,bleA2,-61,,,A,791.963,-277.733,-232.837,G,-37170,25550,-3780,M,-411,469.5,279,
26:44.1,bleT2,-,-,-,0,4,bleA6,-80,bleA4,-67,bleA5,-65,bleA3,-60,,,A,853.207,-242.048,-283.284,G,-14630,-10430,-12250,M,-385.5,459,289.5,
26:44.2,bleT2,-,-,-,0,5,bleA3,-58,bleA2,-57,bleA5,-73,bleA4,-71,bleA6,-70,A,935.313,-243.39,-395.829,G,25270,-19320,-10500,M,-391.5,451.5,295.5,
26:44.3,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-58,bleA5,-71,bleA6,-74,bleA4,-78,A,1050.664,-292.617,-298.9,G,35140,-12110,-18200,M,-409.5,432,306,
26:44.4,bleT2,-,-,-,0,2,bleA6,-72,bleA2,-59,,,,,,,A,1050.542,-74.298,-594.079,G,54810,-2520,-23730,M,-433.5,420,310.5,
26:44.5,bleT2,-,-,-,0,5,bleA5,-62,bleA3,-55,bleA2,-58,bleA4,-72,bleA6,-86,A,771.162,96.38,-499.102,G,54390,-2520,-15750,M,-445.5,418.5,295.5,
26:44.6,bleT2,-,-,-,0,4,bleA4,-72,bleA6,-77,bleA2,-56,bleA5,-64,,,A,913.353,-131.577,-281.637,G,52150,12110,-20020,M,-454.5,417,294,
26:44.7,bleT2,-,-,-,0,3,bleA2,-58,bleA5,-59,bleA3,-54,,,,,A,843.63,-70.516,-323.3,G,32550,3640,-19040,M,-484.5,417,280.5,
26:44.7,bleT2,-,-,-,0,2,bleA6,-70,bleA4,-72,,,,,,,A,948.001,-123.525,-256.322,G,2660,7910,11830,M,-496.5,424.5,280.5,
26:44.8,bleT2,-,-,-,0,5,bleA6,-79,bleA4,-77,bleA3,-59,bleA2,-60,bleA5,-70,A,964.837,-197.152,-324.032,G,-22820,-1890,31850,M,-498,432,277.5,
26:44.9,bleT2,-,-,-,0,5,bleA3,-55,bleA2,-61,bleA4,-77,bleA5,-69,bleA6,-68,A,966.911,-203.923,-373.076,G,-37520,18130,32130,M,-483,435,283.5,
26:45.0,bleT2,-,-,-,0,4,bleA5,-67,bleA6,-77,bleA4,-71,bleA2,-66,,,A,831.552,-156.221,-389.729,G,-18760,32480,18060,M,-487.5,417,277.5,
26:45.1,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-58,bleA5,-70,bleA4,-68,bleA6,-77,A,912.865,-137.677,-285.968,G,980,-24500,770,M,-490.5,429,280.5,
26:45.2,bleT2,-,-,-,0,4,bleA3,-56,bleA2,-65,bleA4,-76,bleA6,-77,,,A,886.574,-173.057,-324.154,G,7210,-3220,2520,M,-475.5,435,256.5,
26:45.3,bleT2,-,-,-,0,4,bleA2,-61,bleA5,-65,bleA4,-72,bleA3,-60,,,A,964.776,-171.898,-332.023,G,31220,-8120,-3360,M,-493.5,432,270,
26:45.4,bleT2,-,-,-,0,5,bleA6,-70,bleA4,-73,bleA3,-59,bleA2,-66,bleA5,-71,A,874.313,-269.681,-471.042,G,25480,-23310,-15050,M,-513,429,261,
26:45.5,bleT2,-,-,-,0,5,bleA5,-77,bleA3,-65,bleA2,-59,bleA6,-71,bleA4,-70,A,927.505,-176.229,-176.9,G,14630,140,-210,M,-519,448.5,244.5,
26:45.6,bleT2,-,-,-,0,2,bleA2,-64,bleA5,-70,,,,,,,A,909.632,-262.849,-291.702,G,7070,420,-8540,M,-513,441,253.5,
26:45.8,bleT2,-,-,-,0,5,bleA3,-62,bleA2,-57,bleA5,-69,bleA4,-75,bleA6,-70,A,911.523,-266.204,-233.63,G,7770,-2870,140,M,-519,442.5,243,
26:45.9,bleT2,-,-,-,0,5,bleA6,-70,bleA4,-72,bleA3,-60,bleA2,-63,bleA5,-70,A,919.697,-267.302,-215.696,G,2870,2800,-5180,M,-528,439.5,247.5,
26:46.0,bleT2,-,-,-,0,3,bleA3,-61,bleA4,-80,bleA6,-69,,,,,A,925.736,-259.555,-231.495,G,2030,700,-2450,M,-523.5,444,244.5,
26:46.1,bleT2,-,-,-,0,4,bleA5,-65,bleA6,-72,bleA4,-71,bleA2,-63,,,A,914.756,-255.041,-224.846,G,490,1680,-1470,M,-528,442.5,253.5,
26:46.2,bleT2,-,-,-,0,4,bleA6,-68,bleA2,-55,bleA5,-66,bleA3,-62,,,A,927.444,-258.396,-237.961,G,-2310,1120,420,M,-522,442.5,241.5,
26:46.3,bleT2,-,-,-,0,5,bleA4,-70,bleA6,-74,bleA3,-61,bleA2,-64,bleA5,-74,A,902.8,-267.851,-233.691,G,-490,-4690,-560,M,-520.5,444,243,
26:46.4,bleT2,-,-,-,0,4,bleA3,-62,bleA2,-55,bleA5,-66,bleA6,-68,,,A,919.758,-272.609,-227.957,G,910,-280,-840,M,-519,445.5,247.5,
26:46.5,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-65,bleA5,-76,bleA4,-70,bleA6,-75,A,915.793,-274.988,-228.567,G,0,-350,840,M,-538.5,441,249,
26:46.6,bleT2,-,-,-,0,5,bleA5,-65,bleA3,-62,bleA2,-55,bleA4,-83,bleA6,-69,A,919.575,-277.184,-242.536,G,-350,-1330,1470,M,-510,433.5,253.5,
26:46.7,bleT2,-,-,-,0,5,bleA4,-71,bleA6,-76,bleA3,-61,bleA2,-65,bleA5,-77,A,909.815,-268.705,-243.817,G,350,980,1680,M,-531,445.5,249,
26:46.8,bleT2,-,-,-,0,5,bleA2,-55,bleA4,-80,bleA5,-66,bleA6,-69,bleA3,-61,A,900.482,-268.766,-219.905,G,770,1470,2170,M,-528,439.5,246,
26:46.9,bleT2,-,-,-,0,4,bleA5,-72,bleA4,-71,bleA6,-77,bleA2,-65,,,A,900.482,-282.186,-232.044,G,-560,630,490,M,-528,441,240,
26:47.0,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-55,bleA5,-66,bleA6,-70,bleA4,-79,A,906.399,-280.234,-247.538,G,490,1260,1330,M,-525,444,240,
26:47.1,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-65,bleA5,-77,bleA4,-71,bleA6,-77,A,920.124,-292.007,-206.302,G,420,-3080,280,M,-532.5,439.5,244.5,
26:47.2,bleT2,-,-,-,0,5,bleA2,-55,bleA4,-81,bleA6,-69,bleA5,-65,bleA3,-61,A,930.006,-273.341,-258.213,G,630,-560,-630,M,-541.5,445.5,232.5,
26:47.3,bleT2,-,-,-,0,4,bleA3,-61,bleA2,-65,bleA5,-76,bleA4,-71,,,A,904.325,-288.652,-239.242,G,840,1120,2310,M,-528,445.5,240,
26:47.4,bleT2,-,-,-,0,1,bleA3,-61,,,,,,,,,A,898.042,-293.471,-219.295,G,70,-1190,1750,M,-546,438,244.5,
26:47.4,bleT2,-,-,-,0,2,bleA2,-56,bleA5,-65,,,,,,,A,894.626,-317.261,-183,G,1680,-1680,2940,M,-531,436.5,246,
26:47.5,bleT2,-,-,-,0,5,bleA4,-71,bleA6,-75,bleA3,-61,bleA2,-65,bleA5,-75,A,900.726,-304.329,-229.543,G,-2380,1050,-910,M,-525,438,238.5,
26:47.6,bleT2,-,-,-,0,5,bleA5,-65,bleA3,-60,bleA2,-56,bleA6,-69,bleA4,-84,A,910.974,-307.074,-254.553,G,-210,2380,700,M,-537,433.5,249,
26:47.7,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-66,bleA4,-72,bleA6,-73,bleA5,-75,A,896.883,-313.357,-206.729,G,-280,1050,2310,M,-537,439.5,244.5,
26:47.8,bleT2,-,-,-,0,5,bleA5,-65,bleA3,-60,bleA2,-55,bleA6,-68,bleA4,-83,A,897.981,-322.995,-210.816,G,-2520,-1260,-140,M,-537,436.5,238.5,
26:48.0,bleT2,-,-,-,0,5,bleA6,-74,bleA4,-72,bleA3,-61,bleA2,-65,bleA5,-72,A,894.87,-313.967,-229.787,G,-2800,1050,-420,M,-540,442.5,247.5,
26:48.1,bleT2,-,-,-,0,5,bleA3,-59,bleA2,-55,bleA5,-65,bleA6,-68,bleA4,-84,A,905.301,-301.462,-234.179,G,-910,2940,-490,M,-546,444,235.5,
26:48.2,bleT2,-,-,-,0,4,bleA6,-72,bleA4,-72,bleA2,-65,bleA5,-71,,,A,903.105,-316.529,-192.699,G,420,2170,1050,M,-538.5,442.5,237,
26:48.3,bleT2,-,-,-,0,5,bleA6,-69,bleA2,-55,bleA5,-65,bleA4,-83,bleA3,-59,A,894.321,-298.473,-212.829,G,-2660,-210,-1610,M,-546,438,243,
26:48.4,bleT2,-,-,-,0,5,bleA3,-62,bleA2,-66,bleA5,-70,bleA6,-72,bleA4,-73,A,895.053,-299.51,-218.624,G,-4620,-1050,-2940,M,-535.5,445.5,246,
26:48.5,bleT2,-,-,-,0,5,bleA3,-58,bleA2,-55,bleA6,-70,bleA4,-79,bleA5,-65,A,904.935,-292.068,-208.193,G,-4970,140,-3570,M,-534,441,235.5,
26:48.6,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-68,bleA6,-88,bleA5,-70,bleA4,-76,A,921.039,-282.857,-196.847,G,-6790,-2310,-1540,M,-525,447,244.5,
26:48.7,bleT2,-,-,-,0,5,bleA3,-58,bleA2,-56,bleA5,-65,bleA6,-72,bleA4,-77,A,939.827,-247.66,-266.57,G,-10150,-700,-280,M,-519,441,231,
26:48.9,bleT2,-,-,-,0,4,bleA2,-58,bleA5,-67,bleA6,-75,bleA4,-72,,,A,936.899,-273.524,-180.621,G,-7980,-2520,5530,M,-519,450,247.5,
26:49.0,bleT2,-,-,-,0,5,bleA6,-72,bleA4,-80,bleA3,-70,bleA2,-67,bleA5,-68,A,894.382,-291.092,-231.861,G,-9380,280,-11270,M,-505.5,432,256.5,
26:49.1,bleT2,-,-,-,0,5,bleA5,-77,bleA3,-69,bleA2,-63,bleA6,-77,bleA4,-71,A,941.352,-233.447,-228.201,G,10010,-16450,-3920,M,-510,427.5,261,
26:49.2,bleT2,-,-,-,0,5,bleA3,-78,bleA2,-65,bleA5,-73,bleA6,-69,bleA4,-79,A,937.326,-210.45,-246.501,G,18060,-8330,-8260,M,-516,435,259.5,
26:49.3,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-56,bleA5,-68,bleA6,-81,bleA4,-83,A,895.785,-137.006,-172.02,G,21770,-4900,-2240,M,-526.5,426,255,
26:49.4,bleT2,-,-,-,0,5,bleA6,-79,bleA4,-71,bleA3,-70,bleA2,-63,bleA5,-72,A,912.56,-194.834,-272.304,G,-2240,-16870,-17500,M,-532.5,421.5,268.5,
26:49.5,bleT2,-,-,-,0,4,bleA5,-69,bleA3,-57,bleA2,-66,bleA6,-72,,,A,929.274,-270.596,-305,G,-19390,-14000,-23590,M,-507,435,286.5,
26:49.6,bleT2,-,-,-,0,5,bleA3,-62,bleA2,-58,bleA5,-69,bleA6,-83,bleA4,-71,A,927.993,-271.633,-231.312,G,-18970,14280,-16870,M,-502.5,447,286.5,
26:49.7,bleT2,-,-,-,0,5,bleA3,-56,bleA2,-59,bleA5,-65,bleA6,-75,bleA4,-72,A,982.405,-270.108,-351.604,G,-27860,-5320,-8750,M,-475.5,457.5,279,
26:49.8,bleT2,-,-,-,0,5,bleA3,-55,bleA5,-78,bleA6,-70,bleA4,-73,bleA2,-60,A,900.421,-219.417,-248.575,G,-29400,1890,770,M,-462,459,298.5,
26:50.0,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-58,bleA6,-77,bleA5,-66,bleA4,-75,A,868.945,-234.057,-306.83,G,-31010,-8050,16870,M,-451.5,454.5,307.5,
26:50.1,bleT2,-,-,-,0,5,bleA3,-56,bleA2,-69,bleA5,-79,bleA6,-72,bleA4,-87,A,887.977,-248.27,-307.44,G,-30730,-6650,5950,M,-436.5,438,318,
26:50.2,bleT2,-,-,-,0,2,bleA5,-65,bleA2,-64,,,,,,,A,892.43,-215.086,-296.826,G,-22610,1960,-910,M,-424.5,439.5,319.5,
26:50.2,bleT2,-,-,-,0,3,bleA3,-55,bleA6,-73,bleA4,-67,,,,,A,953.491,-213.866,-260.775,G,-21910,11900,6300,M,-409.5,439.5,310.5,
26:50.3,bleT2,-,-,-,0,2,bleA2,-76,bleA5,-70,,,,,,,A,1041.026,-173.789,-449.204,G,-16730,-14630,9310,M,-402,436.5,321,
26:50.4,bleT2,-,-,-,0,5,bleA2,-61,bleA6,-78,bleA4,-82,bleA5,-79,bleA3,-51,A,925.736,-71.065,-410.591,G,-25830,6510,7420,M,-405,439.5,325.5,
26:50.5,bleT2,-,-,-,0,4,bleA6,-72,bleA4,-74,bleA2,-65,bleA5,-67,,,A,847.717,27.328,-410.103,G,-14140,-280,22400,M,-387,447,330,
26:50.6,bleT2,-,-,-,0,5,bleA5,-71,bleA3,-52,bleA2,-60,bleA6,-84,bleA4,-70,A,852.231,-161.955,-481.595,G,-1120,-31710,-2310,M,-402,439.5,319.5,
26:50.7,bleT2,-,-,-,0,3,bleA4,-76,bleA2,-62,bleA5,-71,,,,,A,836.066,-153.476,-268.217,G,11130,0,-7280,M,-399,444,322.5,
26:50.8,bleT2,-,-,-,0,5,bleA5,-75,bleA3,-57,bleA2,-62,bleA6,-76,bleA4,-77,A,888.526,-196.176,-315.614,G,28840,-21140,-13300,M,-396,444,331.5,
26:50.9,bleT2,-,-,-,0,5,bleA6,-71,bleA4,-78,bleA3,-63,bleA2,-65,bleA5,-72,A,960.018,-152.439,-438.895,G,41860,-19460,-18830,M,-417,427.5,333,
26:51.0,bleT2,-,-,-,0,5,bleA2,-66,bleA6,-70,bleA4,-74,bleA5,-76,bleA3,-67,A,998.692,-180.682,-406.809,G,59710,-3150,-11410,M,-447,427.5,330,
26:51.1,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-66,bleA6,-72,bleA4,-79,bleA5,-71,A,921.466,-152.561,-531.92,G,64470,-16940,-34300,M,-478.5,418.5,334.5,
26:51.2,bleT2,-,-,-,0,5,bleA3,-74,bleA2,-59,bleA5,-71,bleA6,-66,bleA4,-76,A,792.878,-16.531,-441.396,G,58450,17290,-45430,M,-484.5,447,309,
26:51.3,bleT2,-,-,-,0,5,bleA6,-65,bleA4,-68,bleA5,-70,bleA3,-66,bleA2,-65,A,832.406,-133.285,-387.228,G,50190,-12740,-18480,M,-511.5,450,286.5,
26:51.4,bleT2,-,-,-,0,5,bleA3,-67,bleA2,-57,bleA5,-70,bleA6,-71,bleA4,-78,A,782.508,-168.543,-381.982,G,33040,1680,-19040,M,-532.5,444,283.5,
26:51.5,bleT2,-,-,-,0,5,bleA3,-73,bleA2,-65,bleA5,-71,bleA6,-66,bleA4,-72,A,832.711,-161.955,-392.901,G,33040,-14000,-15120,M,-544.5,441,285,
26:51.6,bleT2,-,-,-,0,5,bleA4,-91,bleA5,-71,bleA6,-69,bleA3,-65,bleA2,-51,A,849.12,-159.027,-344.833,G,10500,-1680,-18760,M,-538.5,441,285,
26:51.7,bleT2,-,-,-,0,4,bleA5,-69,bleA6,-72,bleA4,-73,bleA2,-61,,,A,906.033,-186.111,-354.349,G,5950,3150,-18130,M,-529.5,445.5,276,
26:51.8,bleT2,-,-,-,0,5,bleA5,-72,bleA3,-62,bleA2,-54,bleA6,-67,bleA4,-74,A,1052.921,-156.282,-391.498,G,-6440,19950,-14070,M,-526.5,463.5,276,
26:51.9,bleT2,-,-,-,0,4,bleA3,-58,bleA2,-60,bleA6,-84,bleA4,-82,,,A,1035.963,-100.467,-491.05,G,-16730,-3570,22400,M,-532.5,460.5,274.5,
26:52.1,bleT2,-,-,-,0,5,bleA4,-88,bleA6,-71,bleA5,-75,bleA3,-61,bleA2,-52,A,885.781,48.312,-472.14,G,-12950,21070,26460,M,-522,463.5,273,
26:52.2,bleT2,-,-,-,0,5,bleA6,-76,bleA4,-76,bleA3,-62,bleA2,-60,bleA5,-69,A,805.444,-31.049,-254.126,G,-3570,-5600,14420,M,-538.5,453,261,
26:52.3,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-51,bleA5,-68,bleA6,-71,bleA4,-73,A,817.644,-167.933,-309.392,G,910,4340,-11060,M,-531,457.5,259.5,
26:52.4,bleT2,-,-,-,0,5,bleA6,-75,bleA4,-76,bleA3,-66,bleA2,-60,bleA5,-73,A,875.106,-48.556,-316.102,G,16590,-23940,-16590,M,-546,450,261,
26:52.5,bleT2,-,-,-,0,5,bleA5,-71,bleA3,-57,bleA2,-54,bleA6,-71,bleA4,-79,A,929.274,-150.914,-240.584,G,23450,-16240,-20020,M,-537,448.5,267,
26:52.6,bleT2,-,-,-,0,5,bleA6,-72,bleA4,-74,bleA3,-58,bleA2,-65,bleA5,-67,A,983.015,-80.52,-429.806,G,26950,-13650,-10290,M,-532.5,441,261,
26:52.7,bleT2,-,-,-,0,5,bleA5,-64,bleA3,-59,bleA2,-58,bleA6,-75,bleA4,-72,A,957.578,-272.975,-388.875,G,37380,-2660,0,M,-546,450,250.5,
26:52.8,bleT2,-,-,-,0,3,bleA3,-76,bleA6,-87,bleA4,-70,,,,,A,937.875,-99.613,-473.97,G,46620,15890,-22330,M,-574.5,429,237,
26:52.8,bleT2,-,-,-,0,2,bleA2,-61,bleA5,-71,,,,,,,A,763.598,35.136,-435.418,G,39340,5250,-11340,M,-583.5,433.5,220.5,
26:52.9,bleT2,-,-,-,0,3,bleA2,-63,bleA6,-75,bleA4,-83,,,,,A,771.955,-79.3,-421.205,G,11690,-7560,-11270,M,-580.5,447,210,
26:53.0,bleT2,-,-,-,0,5,bleA6,-75,bleA4,-71,bleA3,-59,bleA2,-60,bleA5,-71,A,840.763,-154.879,-354.837,G,-12390,-3640,-21630,M,-582,444,219,
26:53.1,bleT2,-,-,-,0,4,bleA3,-61,bleA2,-55,bleA5,-69,bleA6,-76,,,A,878.827,-100.772,-436.882,G,-14070,-10360,-2310,M,-565.5,436.5,222,
26:53.2,bleT2,-,-,-,0,5,bleA3,-58,bleA2,-58,bleA5,-69,bleA6,-75,bleA4,-72,A,873.276,-122.549,-417.301,G,-35280,-3990,12670,M,-562.5,433.5,234,
26:53.3,bleT2,-,-,-,0,4,bleA5,-82,bleA4,-85,bleA3,-58,bleA2,-54,,,A,930.189,-119.316,-496.54,G,-45150,3850,22540,M,-552,429,247.5,
26:53.4,bleT2,-,-,-,0,4,bleA5,-68,bleA6,-69,bleA4,-75,bleA2,-66,,,A,920.246,37.393,-566.446,G,-56490,5250,32410,M,-532.5,427.5,267,
26:53.5,bleT2,-,-,-,0,5,bleA3,-59,bleA2,-64,bleA5,-71,bleA4,-71,bleA6,-83,A,827.404,48.434,-434.808,G,-57890,15050,19180,M,-508.5,426,276,
26:53.6,bleT2,-,-,-,0,3,bleA5,-68,bleA4,-80,bleA2,-68,,,,,A,804.041,70.699,-375.028,G,-48370,-11620,27230,M,-504,405,292.5,
26:53.7,bleT2,-,-,-,0,4,bleA2,-63,bleA5,-73,bleA6,-80,bleA4,-78,,,A,896.822,17.202,-394.304,G,-35700,-24710,14560,M,-481.5,394.5,312,
26:53.8,bleT2,-,-,-,0,4,bleA3,-65,bleA2,-71,bleA5,-77,bleA6,-77,,,A,872.666,-8.906,-513.681,G,-36470,-11410,-9310,M,-459,396,306,
26:53.9,bleT2,-,-,-,0,4,bleA2,-79,bleA6,-72,bleA4,-77,bleA3,-66,,,A,906.826,56.425,-474.824,G,-12950,-18130,-4900,M,-444,399,319.5,
26:54.0,bleT2,-,-,-,0,5,bleA3,-68,bleA2,-68,bleA5,-69,bleA4,-75,bleA6,-77,A,782.325,-12.688,-540.521,G,-12880,-3290,1470,M,-429,378,315,
26:54.2,bleT2,-,-,-,0,4,bleA3,-59,bleA2,-74,bleA4,-76,bleA6,-77,,,A,814.228,28.365,-684.603,G,3990,-10290,-4410,M,-433.5,363,333,
26:54.3,bleT2,-,-,-,0,4,bleA5,-73,bleA6,-80,bleA4,-72,bleA2,-60,,,A,871.019,-16.47,-458.049,G,14280,-36120,3150,M,-441,375,330,
26:54.4,bleT2,-,-,-,0,5,bleA3,-65,bleA2,-65,bleA5,-77,bleA4,-75,bleA6,-84,A,776.469,21.594,-490.44,G,-12250,-7560,-6510,M,-442.5,366,331.5,
26:54.5,bleT2,-,-,-,0,3,bleA3,-65,bleA6,-79,bleA5,-73,,,,,A,778.665,11.346,-545.584,G,-38780,37030,-28420,M,-424.5,384,328.5,
26:54.6,bleT2,-,-,-,0,5,bleA5,-77,bleA4,-74,bleA6,-77,bleA3,-65,bleA2,-61,A,819.657,188.612,-668.255,G,-23730,-12880,-34930,M,-388.5,396,319.5,
26:54.7,bleT2,-,-,-,0,4,bleA3,-60,bleA2,-55,bleA5,-83,bleA6,-74,,,A,857.965,133.346,-311.039,G,10290,43820,-12460,M,-373.5,412.5,316.5,
26:54.8,bleT2,-,-,-,0,4,bleA5,-75,bleA3,-70,bleA2,-60,bleA6,-78,,,A,820.45,57.035,-429.135,G,12110,-2310,27650,M,-391.5,405,309,
